"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Change"
"FKBPL",0.679551617169385,3.6924220103564,6.95557489701499,1.37148903908581e-11,9.25317624815428e-11,15.4072202335596,"UP"
"ZMYND19",0.57055638218957,3.93684716037564,6.95438155351604,1.38192626074978e-11,9.31478332245748e-11,15.3997958500641,"UP"
"MAFF",-1.03487874049299,3.3106052769866,-6.95434219921336,1.38227178787842e-11,9.31478332245748e-11,15.3995510245273,"DOWN"
"PABPC1",0.945707098603823,7.54984108467133,6.95284118519634,1.39551412800125e-11,9.40027649677913e-11,15.3902139417518,"UP"
"C8B",-1.59744131895974,7.85120177227888,-6.94732922599939,1.44522045145853e-11,9.72735690498398e-11,15.3559403817363,"DOWN"
"NAB1",-0.697061393817644,3.43407124356535,-6.94672734600205,1.45075241222526e-11,9.76070837664558e-11,15.3521991723741,"DOWN"
"THAP8",0.620933761408035,3.47255180506758,6.94611783365236,1.45637573227258e-11,9.7946477606456e-11,15.3484107825992,"UP"
"SLC25A16",-0.594493382971013,3.24125642223827,-6.94589221335159,1.45846271836255e-11,9.80478651466534e-11,15.3470085189811,"DOWN"
"MIPEP",-0.618072818934577,3.16882082769167,-6.94551801848964,1.46193050019308e-11,9.82419618497504e-11,15.3446829218815,"DOWN"
"TNFRSF25",0.77927546818609,1.83284400945585,6.94317307317475,1.4838471084795e-11,9.95961004465752e-11,15.3301114940085,"UP"
"EPB41L5",-0.617284185933053,3.41327115976889,-6.94285366210803,1.48685730656926e-11,9.97585744823885e-11,15.3281269834042,"DOWN"
"PTMA",0.669089380035591,7.85129804118871,6.93792697503101,1.53405488731146e-11,1.02884434198165e-10,15.2975264799277,"UP"
"C2orf88",-0.6240892430997,1.01257855241654,-6.93727570365187,1.54040322810632e-11,1.03269267126731e-10,15.293482607647,"DOWN"
"SRM",0.713379531452676,6.14631200995995,6.93715672115968,1.54156580956544e-11,1.03306277479829e-10,15.2927438543806,"UP"
"DHRS4L2",-0.92898535139436,4.48215219476839,-6.93706854184597,1.54242796859835e-11,1.03323134032671e-10,15.2921963621834,"DOWN"
"TVP23B",-0.562156977638327,2.72175544637291,-6.93426254688759,1.57011198965471e-11,1.05094402598684e-10,15.2747772354549,"DOWN"
"SORD",-1.29224451170192,4.85378290117363,-6.93409578997491,1.57177250373579e-11,1.05163948342085e-10,15.2737422133047,"DOWN"
"RAB20",-0.974605373166849,5.38943877316361,-6.93191849609582,1.59361236155612e-11,1.06583062331585e-10,15.2602300550758,"DOWN"
"PAFAH1B3",1.31063749627447,3.90869481668852,6.93120695148196,1.60081412928672e-11,1.07022425451049e-10,15.2558149794074,"UP"
"ATAD3C",-1.10451552399684,1.22440658132887,-6.92760047296157,1.63781124200324e-11,1.09366235303618e-10,15.2334425979131,"DOWN"
"MXI1",-0.678689649747876,4.0774302867459,-6.92721830061729,1.64178066259844e-11,1.09588049671906e-10,15.2310723754597,"DOWN"
"CPXM1",1.07651675874267,1.59957433845473,6.92453493159702,1.66991887933273e-11,1.11422308190809e-10,15.2144331110996,"UP"
"ZNF544",0.623672223470779,2.39050460121676,6.92316382948587,1.68447887688634e-11,1.12305228825034e-10,15.2059330353942,"UP"
"CREM",-0.566303955673341,3.48306805485956,-6.92302691659696,1.68593961406445e-11,1.12358346630896e-10,15.2050843243502,"DOWN"
"FLRT3",-1.19852822821102,2.51775776656738,-6.92209027388866,1.69596619127735e-11,1.12982062687417e-10,15.1992785146966,"DOWN"
"ECE1",-0.617940853818052,5.29758995949899,-6.91949992449124,1.72400151341109e-11,1.14759361166126e-10,15.1832253928911,"DOWN"
"GPS1",0.511884936236639,5.66159561990811,6.91806163027019,1.73976428841487e-11,1.15763081102116e-10,15.1743139362886,"UP"
"EEF1D",0.682253827394124,3.88565803594545,6.91770534228577,1.74369081074286e-11,1.15978742958255e-10,15.1721066559635,"UP"
"TMEM147",0.750552961342237,5.83836995280208,6.91718318312329,1.74946107902447e-11,1.16316820896554e-10,15.1688719309871,"UP"
"RP2",-0.671745134222688,3.00453449637633,-6.91103004505423,1.81888782356144e-11,1.20790427246794e-10,15.1307684236325,"DOWN"
"FLOT1",0.584035418138431,6.93544774595145,6.91032504851053,1.82701324625568e-11,1.21282428952108e-10,15.1264044264963,"UP"
"MAMSTR",0.706031160485642,1.10982710195718,6.90947226534105,1.83688966140902e-11,1.21842453785583e-10,15.1211260876215,"UP"
"NACC1",0.541494609663908,4.57341123240599,6.90756734913084,1.85914112099362e-11,1.23270089766195e-10,15.1093373911379,"UP"
"HRCT1",1.743566523221,3.39001710914436,6.90745871800565,1.86041800125021e-11,1.23298388436025e-10,15.1086651981392,"UP"
"SULT1C2",1.49276384062357,1.76931597143805,6.90733485372296,1.86187498780235e-11,1.23306405747959e-10,15.1078987548936,"UP"
"CCT6B",-0.648885081335668,1.07520868291312,-6.90717847019623,1.86371609218261e-11,1.23380046932011e-10,15.1069311057334,"DOWN"
"GNMT",-2.39256823718145,6.20823588047649,-6.90576581374158,1.88042858597223e-11,1.24437747763927e-10,15.0981908457914,"DOWN"
"YES1",-0.525853962892508,4.66789491513879,-6.90469131904879,1.89323896787835e-11,1.25236499513172e-10,15.0915437792512,"DOWN"
"PIAS3",0.663597641088977,2.45439180459266,6.90073366251931,1.94116701396227e-11,1.28306590012717e-10,15.0670679014029,"UP"
"SUN2",-0.89091739942842,4.95877438238232,-6.89901648996002,1.96233135732272e-11,1.29654857076367e-10,15.0564516198319,"DOWN"
"HSD17B2",-1.36443579323289,4.1563920265895,-6.89224540268282,2.04801807297116e-11,1.35105317008752e-10,15.0146103558265,"DOWN"
"PAPSS2",-1.05194661487096,5.23703788101429,-6.8919939599315,2.05126983735492e-11,1.35267096328459e-10,15.0130572183577,"DOWN"
"DENND4A",-0.560932251499088,2.86389561363078,-6.89162501901284,2.05605032295233e-11,1.35529518950823e-10,15.0107783875553,"DOWN"
"NCAM1",-0.69602817842435,0.429025717152399,-6.89064364637111,2.06881963360882e-11,1.36318134814232e-10,15.0047172321752,"DOWN"
"CYP2J2",-1.3567951676244,5.68867530075693,-6.89007967813034,2.07619303425046e-11,1.36750729204173e-10,15.0012343607053,"DOWN"
"FBXL6",0.801536170059424,3.76068747617515,6.88998806461986,2.07739323776275e-11,1.3677654076336e-10,15.0006686089403,"UP"
"VBP1",0.506916255347581,5.1546876379936,6.88751968661954,2.1099886550134e-11,1.387606608297e-10,14.9854275908642,"UP"
"B4GALNT1",1.08263709687197,1.12105455360091,6.88466891697545,2.1482592772795e-11,1.41222592194431e-10,14.967830890676,"UP"
"SULT1B1",-1.50149051159687,2.34702695560005,-6.88011884150023,2.2107600016543e-11,1.45274834904825e-10,14.9397570228945,"DOWN"
"PPFIBP2",-0.592607095491853,3.27308987597493,-6.87695473249774,2.25527250482241e-11,1.48084850811409e-10,14.9202432330365,"DOWN"
"REXO5",0.720541128280715,1.8016568095027,6.87571747867879,2.27291658411091e-11,1.49069850851708e-10,14.912614743778,"UP"
"PDK4",-1.74470957653736,5.63245130492591,-6.87371953357347,2.30169537453241e-11,1.50898827711983e-10,14.9002983925253,"DOWN"
"BCAN",0.965943618696303,0.951393567048683,6.87199827928245,2.3267755042034e-11,1.52483998089178e-10,14.8896899862401,"UP"
"RPL7A",0.755705276645296,9.5382072779147,6.87032995024887,2.35134063230618e-11,1.54034203791145e-10,14.8794097840717,"UP"
"TTC7B",-0.537085352246597,1.27131809116291,-6.86838661340647,2.38027647239381e-11,1.55869420237522e-10,14.8674374932539,"DOWN"
"AOC1",-1.2577582229283,0.985599321567194,-6.86741054771264,2.39494156436566e-11,1.56708454024096e-10,14.8614252738314,"DOWN"
"TKFC",-1.29364308223753,5.10130568154534,-6.86646034763376,2.40930329081365e-11,1.5758724771495e-10,14.855573030271,"DOWN"
"TULP3",0.553440473685135,3.31795822493861,6.86348773131049,2.45478125826856e-11,1.6043782800758e-10,14.8372689672609,"UP"
"PDIA5",-0.694828237474344,5.20894862085765,-6.86304542953925,2.46161970625133e-11,1.6082265270069e-10,14.8345460065012,"DOWN"
"LARP4",-0.543750022815125,4.54080337818829,-6.86228455455896,2.47342744624182e-11,1.6146938972939e-10,14.8298621269267,"DOWN"
"PSAT1",-1.41820558777977,6.26593423915023,-6.86220911628173,2.47460117271086e-11,1.61483711698575e-10,14.8293977580285,"DOWN"
"C16orf70",-0.799761913701861,3.62747264751358,-6.86115031301316,2.4911326949074e-11,1.62499831651997e-10,14.8228806026129,"DOWN"
"SLC10A1",-2.73749908537604,6.16567672352963,-6.86093165677491,2.49456015505401e-11,1.62631541819739e-10,14.8215348274498,"DOWN"
"CYTH2",0.524040866836614,3.35953455863705,6.86089889711509,2.49507406515007e-11,1.62631541819739e-10,14.821333202771,"UP"
"CSNK1E",0.577536396653697,3.33548921148913,6.85996159406399,2.50982194585189e-11,1.63529831135001e-10,14.8155647425142,"UP"
"PDSS1",0.630176291819343,2.88780498043992,6.85724766255771,2.55300863419587e-11,1.66279673207191e-10,14.798865884317,"UP"
"SGK1",-1.17567129004541,3.80324282193369,-6.85612501319548,2.57108601594208e-11,1.67392637459623e-10,14.7919597448771,"DOWN"
"CCNE2",0.536541105000774,0.766196531992039,6.85415848367309,2.60305546173385e-11,1.69343719600148e-10,14.7798645241229,"UP"
"ARMC6",-0.81006406371173,4.73400478006677,-6.85059876452412,2.66192127944965e-11,1.73027304611111e-10,14.7579773507394,"DOWN"
"AKR7A3",-2.16439329602836,6.30586219337136,-6.84801338163343,2.70549270613286e-11,1.75737589560362e-10,14.7420866252027,"DOWN"
"HPGD",-2.40608519070776,4.0254393908914,-6.84667280963127,2.72836040172496e-11,1.76951270055914e-10,14.7338488513248,"DOWN"
"VNN1",-2.31526853938816,5.38684664853629,-6.84598056490715,2.74024305490306e-11,1.77653841885114e-10,14.7295955316116,"DOWN"
"STAT3",-0.654202896324572,5.25520720013792,-6.844256313682,2.77006196783663e-11,1.79449535060351e-10,14.7190028025608,"DOWN"
"CDK5RAP2",0.531690384620586,3.85727706248893,6.84082083080509,2.83042800052711e-11,1.83219863033356e-10,14.6979036655626,"UP"
"INTS7",0.527214936835105,3.7287601559359,6.84032699612161,2.83921089457703e-11,1.83718116815059e-10,14.6948714565729,"UP"
"CRYGS",0.714977336623041,1.51457428041657,6.84019381596256,2.84158409555456e-11,1.8380139327553e-10,14.6940537429894,"UP"
"NCKIPSD",0.504586588733636,4.36957336302508,6.83677052768764,2.90325852209203e-11,1.87575553464373e-10,14.6730394309817,"UP"
"CYP8B1",-2.91920663630139,6.11864819524637,-6.83062165990788,3.01735640389446e-11,1.9457579157888e-10,14.635314842418,"DOWN"
"SLC28A1",-1.98905122794377,4.08692930990388,-6.82611487952698,3.1037697980158e-11,2.00071957151334e-10,14.6076819915487,"DOWN"
"SC5D",-1.0737668356409,4.81389218444897,-6.82592270342685,3.10750813950346e-11,2.00236653574021e-10,14.6065040072886,"DOWN"
"TTPAL",-0.915734056295416,3.47989905666383,-6.82478305879883,3.12976834153271e-11,2.01594252406072e-10,14.5995188568147,"DOWN"
"HSD17B12",-0.635228550314413,3.4299987110983,-6.82426140315404,3.14000980575902e-11,2.02176963178266e-10,14.5963218168142,"DOWN"
"ABCA6",-1.33775128504927,3.47713150252613,-6.82288834422647,3.16712415034109e-11,2.03845217755502e-10,14.5879077638306,"DOWN"
"FMO2",-0.638518476411526,0.871658166987152,-6.82165750961413,3.19162532277780e-11,2.05344076375374e-10,14.5803664040932,"DOWN"
"STK35",0.550885895663181,3.21066674199201,6.82002792395632,3.22435069421055e-11,2.07370726327391e-10,14.5703835549553,"UP"
"IGF2BP1",1.50835371654447,1.37552540392962,6.81955906585109,3.23382721207565e-11,2.07901178782417e-10,14.5675116805903,"UP"
"BRICD5",0.608435641688472,1.2502451627052,6.81901953181449,3.24476608103612e-11,2.08439970620135e-10,14.5642070932383,"UP"
"WASHC5",0.62520387180409,4.23699820194442,6.8179664622309,3.26622150478216e-11,2.09665152057735e-10,14.5577577574532,"UP"
"LIMK1",0.787056535612265,2.58239546104206,6.81787921195301,3.26800539512951e-11,2.0970011107693e-10,14.5572234444309,"UP"
"PKN1",0.867113491040229,5.67001849583821,6.81529863325649,3.32120193756417e-11,2.13032820263546e-10,14.5414226751196,"UP"
"WWC2",-0.737738090876827,2.50577975109663,-6.81308319380005,3.36754923401683e-11,2.15923837017047e-10,14.5278614460561,"DOWN"
"PPFIBP1",-0.582851808321583,2.49256275723561,-6.81159150748,3.39911275675977e-11,2.17809607404177e-10,14.5187324638506,"DOWN"
"LPIN2",-1.01349637781471,5.83830654762637,-6.81157168477855,3.3995341478307e-11,2.17809607404177e-10,14.5186111614965,"DOWN"
"RPL7",0.86071502462496,8.67830581932141,6.81136581832045,3.40391349236278e-11,2.18007646496104e-10,14.5173514060694,"UP"
"LYG1",0.594334057164648,1.36407778635974,6.8096982488115,3.43959208920513e-11,2.20126088280787e-10,14.5071481941854,"UP"
"RNF24",0.563259604049422,1.67335048885405,6.80947155371357,3.44447063164859e-11,2.20354962412574e-10,14.5057612887035,"UP"
"RPL13A",0.802086553441887,9.61469600579359,6.80820176643299,3.47192271491074e-11,2.21943348163977e-10,14.4979934964317,"UP"
"SLC45A3",-1.0108369608254,3.06953061300572,-6.80751924674142,3.48676707889443e-11,2.22808103255184e-10,14.4938187308328,"DOWN"
"CRISPLD2",-1.1812555554672,2.32286400198373,-6.80529289574707,3.53562338600892e-11,2.25768481893096e-10,14.4802031415591,"DOWN"
"ATP6V0E1",0.526281245703304,7.82876241136566,6.80528657172912,3.53576311693579e-11,2.25768481893096e-10,14.4801644711281,"UP"
"RNF44",0.596330274387996,3.74911668872037,6.80504736609458,3.54105241587221e-11,2.26020927683793e-10,14.478701785258,"UP"
"SOX12",0.998405493784545,3.60251525436947,6.80485469806639,3.54531832798734e-11,2.26207886228785e-10,14.4775236956992,"UP"
"GBP1",-1.11989198261195,4.51992802305629,-6.80158093923172,3.61857973303668e-11,2.30621422458432e-10,14.4575100146911,"DOWN"
"NUAK1",0.620090144107118,2.63651252057679,6.8010994230611,3.62947995753997e-11,2.31205021563191e-10,14.4545669798285,"UP"
"DHFR2",-0.517249984303606,2.30686929802221,-6.80105578094629,3.63046948935286e-11,2.31205021563191e-10,14.4543002467221,"DOWN"
"KANK4",-0.939302392008785,0.771321571576338,-6.79969328252397,3.66149609222394e-11,2.33093210596393e-10,14.4459735782474,"DOWN"
"NFATC3",-0.620922214140033,1.96651681549565,-6.79653044923965,3.73452700620494e-11,2.37474376069124e-10,14.4266496199924,"DOWN"
"ZYG11B",-0.639161681511752,3.48893080685951,-6.79612171552966,3.74406857449016e-11,2.37991676742855e-10,14.4241529043992,"DOWN"
"GOT2",-0.848444204835073,7.31400547306326,-6.79586385391154,3.75010046407583e-11,2.38285579994845e-10,14.4225778400589,"DOWN"
"LCMT1",0.545337471359901,3.80944701662509,6.79538149412935,3.76140944053017e-11,2.38867664304942e-10,14.4196316294864,"UP"
"JMJD1C",-0.623135877102202,3.06015874102858,-6.79533734931401,3.76244609170138e-11,2.38867664304942e-10,14.4193620052351,"DOWN"
"GATA6",-0.831002846888095,3.01015472694574,-6.795292643356,3.76349620611651e-11,2.38867664304942e-10,14.4190889551072,"DOWN"
"CD300C",-0.609861853025132,1.14596335737046,-6.79518759704768,3.76596480972691e-11,2.38934722704871e-10,14.4184473704814,"DOWN"
"HBA1",-0.691277078536331,0.522964250062346,-6.79300744988158,3.81755905833221e-11,2.42026664765977e-10,14.4051336144334,"DOWN"
"CKAP4",0.887900500665661,6.13776641937492,6.79287288452093,3.82076625973038e-11,2.42139272962164e-10,14.4043119605207,"UP"
"PTN",-1.06008034326462,1.86954010330555,-6.79175979479022,3.84739706265082e-11,2.43735700850298e-10,14.3975159515723,"DOWN"
"CSF1R",-1.06697372915084,3.61503453202877,-6.79002088173932,3.88936600139063e-11,2.46302253403933e-10,14.386900737945,"DOWN"
"CDK5R1",0.514420526834,1.09388410434574,6.78917205067903,3.91001564324882e-11,2.47517301531662e-10,14.3817198288061,"UP"
"VWF",1.22176503086853,3.84851293016798,6.78851204921873,3.92614596541032e-11,2.48445459538923e-10,14.3776918143013,"UP"
"ABCF2",0.60274397279182,2.64742957504707,6.78672855383484,3.97006188317297e-11,2.5103668581902e-10,14.3668086391096,"UP"
"SMIM29",0.719102333723503,4.47871084078713,6.78527847740412,4.00612309180837e-11,2.53127740240812e-10,14.357961725359,"UP"
"MAPKAPK2",0.620459477874334,6.05136161036642,6.78388014679015,4.04120202647033e-11,2.55153654813077e-10,14.3494319446693,"UP"
"TBC1D7",0.565512279512655,2.50356732211348,6.78156611460221,4.09991623205802e-11,2.58764202024072e-10,14.3353194968596,"UP"
"SMIM19",-0.876493505038163,4.25504423534342,-6.77503149604282,4.270280052789e-11,2.69315724089611e-10,14.2954880127292,"DOWN"
"ZBTB22",0.505392716496085,4.1797629558052,6.77284701693293,4.32876716716615e-11,2.72801002739733e-10,14.2821794682408,"UP"
"MMACHC",-0.658757648325653,3.55349488352383,-6.77254846984652,4.33682130014432e-11,2.73105147821891e-10,14.2803608908359,"DOWN"
"DHTKD1",-1.04076079348605,6.0070185390381,-6.77227340647724,4.34425491804817e-11,2.73471493557638e-10,14.2786854195421,"DOWN"
"TATDN2",0.534871131549538,2.99270509355205,6.7708786360331,4.38214174009325e-11,2.75546387302543e-10,14.2701904053257,"UP"
"ABCA9",-0.738748545324525,1.29536624061177,-6.76695355565549,4.49051038164312e-11,2.82153457734063e-10,14.2462917572556,"DOWN"
"BHLHE40",-1.07178501028272,6.41127388195167,-6.76510830360328,4.54236159367549e-11,2.85093844683171e-10,14.2350604002496,"DOWN"
"C11orf80",0.663247821092182,1.74496284529635,6.76487223084004,4.5490374617781e-11,2.85403540032877e-10,14.2336236908762,"UP"
"RPS2",0.771464235457661,8.98178213901856,6.7648145776004,4.55066929264643e-11,2.85403540032877e-10,14.2332728265552,"UP"
"EYA2",-0.784146844993272,0.683085794507218,-6.76474114058198,4.55274870366786e-11,2.85428161596013e-10,14.2328259092641,"DOWN"
"MAF1",0.670503943982661,6.42919327337955,6.76444237236676,4.56121811905847e-11,2.85853228861439e-10,14.2310077289708,"UP"
"QKI",-0.529985054711235,3.28560091841587,-6.76433038695793,4.564396641095e-11,2.85946521895478e-10,14.2303262484699,"DOWN"
"UGT1A1",-1.93779952661316,4.40108004681764,-6.7637519768497,4.58084852133521e-11,2.86820956075329e-10,14.2268065122395,"DOWN"
"GADD45G",-1.48821222391406,6.45375958025578,-6.76372052299549,4.58174483938073e-11,2.86820956075329e-10,14.2266151164259,"DOWN"
"NRIP1",-0.903332971096506,2.83107689130407,-6.76255888937833,4.61496797128486e-11,2.88793909179405e-10,14.2195471080132,"DOWN"
"ANKFY1",-0.57882402564621,2.31389536421162,-6.7608569876319,4.66407051391021e-11,2.91758732591034e-10,14.2091935714288,"DOWN"
"N4BP2",-0.629911552671816,2.04854019419051,-6.76074979564126,4.66718028533459e-11,2.91845371796551e-10,14.2085415377393,"DOWN"
"UNKL",0.575512009565743,1.70382614886456,6.75858158292074,4.73052166910142e-11,2.95696923394404e-10,14.1953543849504,"UP"
"NAGPA",0.594361812033485,3.28185447419577,6.75645436746834,4.79348536479012e-11,2.99411464959814e-10,14.1824198724595,"UP"
"MYO15B",0.964902790326519,3.11920633506648,6.75587574838993,4.81075385225828e-11,3.00268409937522e-10,14.1789021492754,"UP"
"DUSP16",-0.786934141212964,4.74987147347041,-6.75207348029615,4.92575909616905e-11,3.0733322148332e-10,14.1557922105084,"DOWN"
"PA2G4",0.51430048747875,5.63293820064322,6.74967541845427,4.99967561100489e-11,3.11830118001525e-10,14.141222308461,"UP"
"SLC25A20",-0.859851860498289,6.33657478706863,-6.74476141327049,5.15456059770845e-11,3.21371849203481e-10,14.1113792546782,"DOWN"
"DLG5",0.830459507333019,1.87003869385443,6.74388731521909,5.18260062079419e-11,3.22882124832322e-10,14.1060726295124,"UP"
"CSAD",-0.992790195355331,3.64400876726828,-6.73823328587456,5.36762668225148e-11,3.34163396211837e-10,14.0717604975012,"DOWN"
"RHBDF2",0.758556959832083,2.95065060880307,6.73312495286989,5.54036170973657e-11,3.44790218795339e-10,14.0407798406963,"UP"
"NAP1L3",-0.538305840894013,0.660991040116495,-6.73251425541103,5.56137376544857e-11,3.45843460070398e-10,14.0370773876445,"DOWN"
"EFNA1",0.965702893089481,8.2333673969354,6.72887146441479,5.68834483685539e-11,3.53609415813483e-10,14.0149979716195,"UP"
"ZNF862",0.54708075936738,1.65275436331781,6.72847374764763,5.7023785548803e-11,3.54351625145536e-10,14.0125879408793,"UP"
"CLCN7",0.686185165110262,3.87678586175994,6.72596851665096,5.79156199353509e-11,3.5976145555289e-10,13.99740970694,"UP"
"ALKAL1",-0.58886189963832,0.313832298531481,-6.72427762226462,5.8525284321417e-11,3.63415169175302e-10,13.9871677914723,"DOWN"
"SLC35A3",-0.564072381399282,2.17658489581514,-6.72342983619026,5.8833326628642e-11,3.65193954469278e-10,13.9820334451601,"DOWN"
"AACS",0.562492363938464,1.65617217732554,6.72117166454116,5.96616181062438e-11,3.70199574615237e-10,13.9683600844425,"UP"
"EHHADH",-1.48172468555133,6.33206053905674,-6.72049668583376,5.9911413130682e-11,3.71613277706844e-10,13.964273765195,"DOWN"
"SEC24D",-0.754878923416849,3.64793377182829,-6.71972071959877,6.01998501572239e-11,3.73265542143784e-10,13.9595764750108,"DOWN"
"ERRFI1",-1.32252360481611,7.09619017906027,-6.71789250801554,6.08848208276123e-11,3.77098116114212e-10,13.9485111690825,"DOWN"
"ACOT12",-1.70794249121702,4.6795865101916,-6.71666646224412,6.13484594651927e-11,3.79830692502936e-10,13.9410918448552,"DOWN"
"LTBP4",-1.17654813066273,3.36025829448836,-6.71631134430101,6.14833961224674e-11,3.80526900434627e-10,13.9389430783854,"DOWN"
"PNPLA4",-0.659691465388695,3.92034437479374,-6.71395838547191,6.23848556786504e-11,3.8582388265294e-10,13.9247079764752,"DOWN"
"TIGD3",0.670499932360312,0.926922064493727,6.71312497056211,6.27072527139483e-11,3.87676077154812e-10,13.9196668833566,"UP"
"COMT",-0.913895152692389,5.28641756361844,-6.71301750075801,6.27489450399571e-11,3.8779214719544e-10,13.9190168652465,"DOWN"
"MAPK11",0.907823325431163,2.84095814570462,6.71248224751684,6.29569991962143e-11,3.88935882949669e-10,13.9157795752997,"UP"
"EIF5",-0.55159670597041,5.76847512986129,-6.71210542977174,6.3103875111318e-11,3.89595501050476e-10,13.9135006508417,"DOWN"
"CMTM4",0.750535766849943,2.03248935131783,6.71184772385592,6.32045172679032e-11,3.90037796021222e-10,13.9119421520317,"UP"
"CBX4",0.672231004810131,4.84700134599767,6.71122651586612,6.34477663549878e-11,3.9139615548405e-10,13.9081855406677,"UP"
"THEMIS2",-0.89127773301942,2.58489420724635,-6.71044786451806,6.3753964316256e-11,3.92998480945489e-10,13.9034772217266,"DOWN"
"RPS27A",0.641135878892266,8.10982565802848,6.70879162051728,6.44100999674092e-11,3.96898507483078e-10,13.893463769633,"UP"
"IQCD",0.771063974167664,0.982145082852801,6.70863245523683,6.44735026881172e-11,3.97000050577013e-10,13.8925015801206,"UP"
"TLCD5",0.615301428628807,1.29235200641641,6.7040059081831,6.63434741464285e-11,4.07772584828085e-10,13.8645410939951,"UP"
"TM6SF2",-1.29910170644525,3.07033492004898,-6.70353750844246,6.65357349187584e-11,4.08805799041507e-10,13.8617111898479,"DOWN"
"TLR2",-0.875489149988166,1.73855883699242,-6.70236938425925,6.70175924025619e-11,4.11616944117514e-10,13.8546544928773,"DOWN"
"SRP9",0.56652135624564,7.35083206602995,6.70130884122437,6.74580375984082e-11,4.14171790349298e-10,13.848248555516,"UP"
"ADRB1",-0.562388968786409,0.506569217701196,-6.69875826357305,6.85289624882133e-11,4.20594332340609e-10,13.8328457854111,"DOWN"
"CLN8",-0.580719978157559,1.88123854366728,-6.69733867533202,6.91322227681378e-11,4.2414298094984e-10,13.8242750286205,"DOWN"
"RHPN1",0.936685758455793,2.00646187501782,6.69604678892949,6.96857437236539e-11,4.27384004910456e-10,13.8164765409612,"UP"
"ENTPD8",-1.27170992085375,3.06192054813059,-6.69554564168133,6.99016339765165e-11,4.28552734969795e-10,13.813451685425,"DOWN"
"GJA5",0.936662316269514,2.13998006405719,6.69510116192108,7.00936615436156e-11,4.29574374132387e-10,13.810769019419,"UP"
"OGG1",0.551221637931352,2.60083335733454,6.69409992548911,7.0528122156519e-11,4.31924124144212e-10,13.8047265628761,"UP"
"A1CF",-0.961101747504965,5.42978900160206,-6.69329989092647,7.08771751672925e-11,4.33904732635947e-10,13.7998988811456,"DOWN"
"SLC27A2",-1.58928162293549,6.56020684837431,-6.69070744902549,7.20199399751474e-11,4.40741195052249e-10,13.7842583913366,"DOWN"
"TRIM16",1.31656887266112,2.09738679940917,6.69043728830452,7.21400638765327e-11,4.41316710359656e-10,13.7826287622409,"UP"
"CXorf21",-0.517483661404365,1.0097136605927,-6.68993553417779,7.23636851343938e-11,4.4252472575319e-10,13.779602285404,"DOWN"
"NETO2",0.62501664413208,0.842579701301384,6.68968347171877,7.24762806607908e-11,4.43053159342934e-10,13.7780819658577,"UP"
"ELFN2",1.01132279835384,1.07139248643936,6.68955618251591,7.2533205678714e-11,4.43241015994771e-10,13.7773142361127,"UP"
"RIBC2",0.877107866462213,1.05512505072068,6.68762463305849,7.34024184205111e-11,4.48390729997642e-10,13.7656657672859,"UP"
"ALAS1",-1.11375742945577,7.76469848168718,-6.68545373989551,7.43915424888398e-11,4.54105083136241e-10,13.7525771357807,"DOWN"
"TERB2",-0.763187578107876,0.584321858350822,-6.6845770535846,7.47946846777196e-11,4.56401319665234e-10,13.7472924358129,"DOWN"
"RNF181",0.529551285558518,7.24919256790425,6.67707591204353,7.83328763706713e-11,4.77131245884856e-10,13.7020980714054,"UP"
"MAP7",-0.859671026610852,3.51684507222632,-6.67698479328913,7.83768500345964e-11,4.77227304582729e-10,13.7015493322972,"DOWN"
"CISH",-1.04894433909714,3.9016182078164,-6.6744209958901,7.96241106690703e-11,4.84647329723503e-10,13.68611199883,"DOWN"
"TMEM254",-0.596735077322338,4.44278197980782,-6.67359769307451,8.00287553203363e-11,4.86935120019925e-10,13.6811556779053,"DOWN"
"SEMA6C",0.962837512601122,2.84165344245712,6.6728884680228,8.03789494182554e-11,4.8889008019637e-10,13.6768865053092,"UP"
"EHBP1",-0.677367862066412,3.61609946506323,-6.67235321378156,8.0644237257109e-11,4.90151271058743e-10,13.6736647901899,"DOWN"
"PWWP3B",-0.88348329679424,0.708336107110117,-6.67136966215084,8.11339564845713e-11,4.9295069216353e-10,13.6677452993205,"DOWN"
"MUC13",2.79763455522242,3.7565761054734,6.66901661494538,8.23174334368814e-11,4.99782307565651e-10,13.6535863731528,"UP"
"KYNU",-1.03973678194687,2.5129788878373,-6.66833503731397,8.26633892239703e-11,5.01702729217648e-10,13.6494858866537,"DOWN"
"CNOT7",-0.519021230974246,3.29314177799991,-6.66601844012909,8.38499495832706e-11,5.08175142155631e-10,13.6355513705929,"DOWN"
"EPB41L3",-0.544261693648608,0.996228216479189,-6.66525197811935,8.42461986705999e-11,5.1021114091096e-10,13.6309418999189,"DOWN"
"DNAH6",-0.647765703372867,0.667130199205264,-6.66415417561577,8.48169483249599e-11,5.13300279902234e-10,13.6243405055122,"DOWN"
"ELOC",0.650947316668018,4.5752418714683,6.66312547683058,8.53552135668679e-11,5.1618855209613e-10,13.6181554466987,"UP"
"NCOA7",-0.95699991090899,3.55475363488327,-6.66133603995687,8.62995320035181e-11,5.21565186095794e-10,13.6073982788729,"DOWN"
"ADRB2",-1.2854396811037,2.92025278944149,-6.66132399513664,8.63059228809304e-11,5.21565186095794e-10,13.6073258795439,"DOWN"
