"","substanceBXH","geneSymbol","moduleColor","GS.Activity_score","p.GS.Activity_score","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.blue","p.MM.blue","MM.turquoise","p.MM.turquoise"
"CREB3","CREB3","CREB3","blue",0.307245436020064,2.02970022288605e-09,0.551389405043937,2.0309289547212e-30,0.555715349869552,5.7551809538e-31,0.74296597890894,2.86412067437607e-65,0.480046778318644,1.94547439313839e-22
"GLA","GLA","GLA","blue",0.306976812444784,2.09967528867346e-09,0.364654762873354,6.38671041775476e-13,0.383864617041125,2.92137498412128e-14,0.591112353786673,9.17608681823583e-36,0.287753840105061,2.1746380562603e-08
"SLC25A6","SLC25A6","SLC25A6","blue",0.304502106951872,2.86459769846939e-09,0.500406915472334,1.58378460589481e-24,0.590903702748473,9.83295760854121e-36,0.673719160935671,1.27952417406703e-49,0.420190461215403,4.78692586518915e-17
"CDC25B","CDC25B","CDC25B","blue",0.302323182960475,3.75672435936704e-09,0.515929663668083,3.23602203523221e-26,0.453075731823298,7.08156076605178e-20,0.735701205492275,2.13287409777727e-63,0.443766206610257,4.81619574895922e-19
"C12orf4","C12orf4","C12orf4","blue",0.295764950132204,8.38240042869013e-09,0.646791520012954,1.24980661700949e-44,0.40095277567371,1.57629178504756e-15,0.693301639708955,1.35799696211437e-53,0.722448581397655,3.88312446674267e-60
"RAC1","RAC1","RAC1","blue",0.29085293346426,1.50919752559721e-08,0.523495850486192,4.51307567572655e-27,0.577162110172941,8.37831147575302e-34,0.757898485745797,2.52999690569954e-69,0.467205413770604,3.44131356463038e-21
"MACROH2A1","MACROH2A1","MACROH2A1","blue",0.290803987848065,1.51798143822908e-08,0.59700298014842,1.27602953418964e-36,0.550014930530671,3.02016041738419e-30,0.80503403343651,2.48228888887637e-84,0.636262724230621,8.19658061892188e-43
"HSBP1","HSBP1","HSBP1","blue",0.290099581032233,1.65000707074378e-08,0.494924347401551,5.97221405584042e-24,0.510717458231795,1.2219302549921e-25,0.66554243318619,4.75646388027714e-48,0.399471898085685,2.0438292671632e-15
"CLTB","CLTB","CLTB","blue",0.288813105062995,1.92034309092203e-08,0.324310876892361,2.19469596811997e-10,0.521291606887827,8.05251728205916e-27,0.530954598619323,6.16326765755151e-28,0.0232665664642816,0.657735051998777
"TRIM31","TRIM31","TRIM31","blue",0.28235852901847,4.06469589035669e-08,0.252611239463133,1.01300625555816e-06,0.294322527598804,9.97385491414877e-09,0.361851209176399,9.85045431351876e-13,0.144382473083209,0.00571928839633495
"IFNAR2","IFNAR2","IFNAR2","blue",0.280813335161264,4.85030390904785e-08,0.264822027072931,2.83631012440681e-07,0.518574877539892,1.63432930261379e-26,0.472987072305839,9.58230376839245e-22,0.0684316886722897,0.192086764618672
"PSMA4","PSMA4","PSMA4","blue",0.279843650937639,5.41612525656544e-08,0.396981756530628,3.1540492035006e-15,0.505940039155777,4.04853805120284e-25,0.722878829459736,3.06427264577876e-60,0.344112168868306,1.38724110209346e-11
"PRKCD","PRKCD","PRKCD","blue",0.277341436279848,7.18612165642122e-08,0.568949226847945,1.08164772038862e-32,0.503554023713603,7.31271901777563e-25,0.713370099805431,5.18886857534843e-58,0.582139189269544,1.71602514291721e-34
"DYNLL1","DYNLL1","DYNLL1","blue",0.275508968906986,8.82382688833548e-08,0.407086293505461,5.30117484191088e-16,0.63043367135865,7.75267427016051e-42,0.760336929474275,5.1648574476983e-70,0.364311126185226,6.73661322011049e-13
"CAPNS1","CAPNS1","CAPNS1","blue",0.272860415739293,1.18407117086869e-07,0.430004972352973,7.37023653212863e-18,0.616715109218438,1.27600899873594e-39,0.711267270553041,1.56933638085271e-57,0.266421696982364,2.38913676195309e-07
"MYL6","MYL6","MYL6","blue",0.271510826599198,1.37384578697622e-07,0.334808187000733,5.20370873309401e-11,0.588073125375318,2.49966591678365e-35,0.615653412870215,1.87435466025697e-39,0.0753049131429753,0.151058432475859
"GM2A","GM2A","GM2A","blue",0.270446754423318,1.54380617463909e-07,0.432682341748053,4.37702731634009e-18,0.23451806243089,5.94317381003285e-06,0.574250183612841,2.09229551468616e-33,0.469859214008441,1.91941651169165e-21
"RRAGC","RRAGC","RRAGC","blue",0.267887299753228,2.03960024775299e-07,0.502946182902196,8.49517199660972e-25,0.354448780192182,3.03071950643246e-12,0.713548082886452,4.72271724862416e-58,0.542324905102871,2.68958145742642e-29
"IL1A","IL1A","IL1A","blue",0.266252270936858,2.433077557696e-07,0.429537653377861,8.0681819607953e-18,0.299083434457637,5.59870824341024e-09,0.418267712107592,6.85745625322322e-17,0.341053202803024,2.15298486469192e-11
"H1.3","H1.3","H1.3","blue",0.262534414470915,3.61798035490072e-07,0.373043384713459,1.70275584525541e-13,0.298244128106211,6.2034057019431e-09,0.371080173686422,2.32816862439149e-13,0.284643064975894,3.12398236375003e-08
"ATF4","ATF4","ATF4","blue",0.261759432881288,3.92693727133952e-07,0.397728438611673,2.77035109630596e-15,0.561432693934568,1.05656280334071e-31,0.63202516760312,4.21787856692393e-42,0.344165435590566,1.37660532119999e-11
"CD24","CD24","CD24","blue",0.259994006425548,4.72824766143839e-07,0.433504559897701,3.72630346509906e-18,0.532753815733773,3.78448160532871e-28,0.493523684973346,8.35107109776197e-24,0.328343659178444,1.27075521367028e-10
"PSMA1","PSMA1","PSMA1","blue",0.258411302820676,5.57828100352007e-07,0.178181280093583,0.00062649182851044,0.628574788729463,1.57138232547878e-41,0.58959322369262,1.51626601473882e-35,-0.0242388956430317,0.64439482965388
"VPS4A","VPS4A","VPS4A","blue",0.257669305251741,6.02558781603371e-07,0.373205094648138,1.65928241425956e-13,0.503741294320737,6.98229061082674e-25,0.539327806536587,6.21191887109918e-29,0.16333836245097,0.00174257396402025
"BBC3","BBC3","BBC3","blue",0.255831731609326,7.28645459300369e-07,0.432404860110756,4.62089914328385e-18,0.443749819578054,4.83222618807343e-19,0.530449627455751,7.06364591056918e-28,0.361927495581258,9.73554122253812e-13
"ATP6V0B","ATP6V0B","ATP6V0B","blue",0.255211650206775,7.76638053208358e-07,0.253008379473768,9.72905072505513e-07,0.451335286673607,1.01795416364958e-19,0.558768031787147,2.33759285757835e-31,0.0744184973809884,0.155941372589114
"KRT18","KRT18","KRT18","blue",0.250000166277495,1.3189068555583e-06,0.198968636797034,0.000129936171015066,0.549143336221289,3.880616526254e-30,0.435033404782514,2.75928319924396e-18,-0.0497974360134383,0.342771132012382
"ATP6V0E1","ATP6V0E1","ATP6V0E1","blue",0.246390650835464,1.8904393703389e-06,0.203381257736025,9.10655215808481e-05,0.245604095489716,2.04321748071743e-06,0.45377854298144,6.11268917414376e-20,0.141001644698279,0.00697396770806483
"CA9","CA9","CA9","blue",0.243537474764864,2.50296323094502e-06,0.434338366785989,3.16371512266789e-18,0.588748114425126,2.00271359005086e-35,0.609203544485281,1.87871785483652e-38,0.37246550805308,1.86740896369389e-13
"CLTA","CLTA","CLTA","blue",0.241660732135275,3.00482578320634e-06,0.338888495556079,2.93000931494679e-11,0.634776899525487,1.46001604200204e-42,0.787294303752756,3.09258089834642e-78,0.28977416293107,1.71468678656349e-08
"CTH","CTH","CTH","blue",-0.239869283475503,3.57254851641311e-06,-0.310944705677607,1.26822965010159e-09,-0.676430251928235,3.7601689089846e-50,-0.484095685827006,7.66636857480214e-23,-0.0792644184456208,0.1306536308076
"GIT1","GIT1","GIT1","blue",0.239424343110633,3.72867708106193e-06,0.617565052107334,9.36922820028823e-40,0.593305216325295,4.42345646835862e-36,0.807977225461859,2.10233476029546e-85,0.628319160036843,1.73106653534258e-41
"MAPK3","MAPK3","MAPK3","blue",0.239398094013132,3.73808843909717e-06,0.543587040094323,1.88580320980458e-29,0.472746135377834,1.01116014500911e-21,0.750564327182597,2.69266353291595e-67,0.548057676590015,5.29742720662223e-30
"STX4","STX4","STX4","blue",0.235841773383494,5.245928515874e-06,0.432615524766509,4.43456840275848e-18,0.452692732090742,7.67162848977927e-20,0.733578882462771,7.31475134444432e-63,0.398365631609579,2.47941432863178e-15
"NLRP2","NLRP2","NLRP2","blue",0.23453443044918,5.93403647673364e-06,0.370422894911008,2.58401619865448e-13,0.336041288700324,4.37839533502839e-11,0.389101067132486,1.21569909691901e-14,0.266221683832919,2.44109276433643e-07
"TRADD","TRADD","TRADD","blue",0.232623434770563,7.09643902076028e-06,0.349417114732906,6.39936624057984e-12,0.28141119366264,4.53035563595702e-08,0.486845254918144,4.04445329395451e-23,0.26453895407019,2.92340232108575e-07
"HMGA1","HMGA1","HMGA1","blue",0.230485918679538,8.65293218371642e-06,0.444574400800287,4.08727244491531e-19,0.596912308914029,1.31577959674717e-36,0.795737662284078,4.61840501985785e-81,0.499111472137328,2.17189654591684e-24
"PSMB1","PSMB1","PSMB1","blue",0.228971125976963,9.94720541576581e-06,0.123949132499017,0.0178331323628753,0.397086244877871,3.09737550934833e-15,0.468328623987811,2.68953851673648e-21,-0.0181722798732061,0.729328705365157
"DAPK3","DAPK3","DAPK3","blue",0.228193135499785,1.06815399141314e-05,0.491190622739039,1.45476824001059e-23,0.483952997160635,7.92381134173418e-23,0.661925024719366,2.27093251103238e-47,0.441170979645115,8.13360653884535e-19
"PPP2R1A","PPP2R1A","PPP2R1A","blue",0.227932043900383,1.09393283942246e-05,0.47021968832574,1.77238165232037e-21,0.700409934224281,4.07678204722494e-55,0.78637642243031,6.1623783760032e-78,0.410425577163194,2.90124138823869e-16
"DBNL","DBNL","DBNL","blue",0.227516420974789,1.13619337401141e-05,0.525737752964442,2.49359168904919e-27,0.508956196188348,1.90457958318613e-25,0.754272476569502,2.5956271805712e-68,0.542286443572992,2.71877407849109e-29
"RETREG3","RETREG3","RETREG3","blue",-0.227460688636914,1.14197686973191e-05,0.0200000295952911,0.7033312551279,0.226523414333324,1.24353469501981e-05,0.449341280513055,1.53879607928656e-19,0.290268513097747,1.6173672471623e-08
"RPS27A","RPS27A","RPS27A","blue",0.227311751250196,1.15757014715916e-05,0.238100901031701,4.23250239861496e-06,0.668000882307045,1.62339074054571e-48,0.63880369146306,3.03150967110001e-43,0.150129443868141,0.00404423847125949
"P2RX4","P2RX4","P2RX4","blue",0.226260689539978,1.27350728375998e-05,0.433588723097681,3.6653236301234e-18,0.595053506021592,2.46245716873853e-36,0.709768070174724,3.43368974699513e-57,0.403614111832576,9.85111570107204e-16
"LAMTOR5","LAMTOR5","LAMTOR5","blue",0.225909401286481,1.31465734984022e-05,0.213553414275482,3.89726643451549e-05,0.512631594817773,7.52122656521534e-26,0.632563220649868,3.4306061596419e-42,0.138855056992032,0.00789321438467034
"TFPT","TFPT","TFPT","blue",0.222377224539433,1.80496070875499e-05,0.312539653689558,1.03339174952873e-09,0.673062811509146,1.71772787222067e-49,0.710712390984693,2.09809850210637e-57,0.151292860513166,0.00376477781641052
"BRMS1","BRMS1","BRMS1","blue",0.221165395556564,2.00995900161349e-05,0.297803131477891,6.5460125338531e-09,0.67149311415861,3.46349826261622e-49,0.751882920386952,1.1775598990102e-67,0.150328554754951,0.00399511899361474
"H2AZ1","H2AZ1","H2AZ1","blue",0.220492561888162,2.13311959866592e-05,0.4098950516347,3.19426733203153e-16,0.553319720072736,1.1596214379854e-30,0.811521399695926,1.01560361486596e-86,0.442617968623431,6.0762435179712e-19
"H2AW","H2AW","H2AW","blue",0.218568030942892,2.52611346828233e-05,0.391627466631124,7.91920886985589e-15,0.453143539236456,6.98185230419764e-20,0.381239504445885,4.50736967569349e-14,0.243615746494593,2.4838792989391e-06
"TNFRSF12A","TNFRSF12A","TNFRSF12A","blue",0.216679970565641,2.97761132073294e-05,0.363958412070967,7.11523273033781e-13,0.272162815980265,1.27877059269485e-07,0.431181087010376,5.86568385341866e-18,0.289399080524496,1.79228126705803e-08
"HRAS","HRAS","HRAS","blue",0.213086476497711,4.05575202317961e-05,0.215197845925993,3.3844830793648e-05,0.658749676952572,8.79864219866997e-47,0.697821611719705,1.47881591113713e-54,0.0259168990905968,0.621640831144285
"PSMA5","PSMA5","PSMA5","blue",0.212445681752844,4.28318315151574e-05,0.242865715631689,2.67261340806842e-06,0.24952302514798,1.38362926202063e-06,0.558661421490444,2.41269409162217e-31,0.280783998785945,4.8665522749189e-08
"CDC42","CDC42","CDC42","blue",0.210109804165324,5.21843074425465e-05,0.546207757758836,8.97939277749819e-30,0.191270412368531,0.000237222603950425,0.638923140842542,2.89235799195097e-43,0.718747526704232,2.92405892046102e-59
"TNK2","TNK2","TNK2","blue",0.208300662971763,6.07188142852697e-05,0.461736527914566,1.12804151170958e-20,0.357468522356182,1.92292788864822e-12,0.477278944685888,3.65106927075361e-22,0.396180183727088,3.6239763000141e-15
"NT5C","NT5C","NT5C","blue",0.206154173206851,7.25507310365029e-05,0.227015879409802,1.18914941556939e-05,0.657998876575322,1.20907464731482e-46,0.685570488674023,5.4871754156324e-52,0.0946651735870467,0.0708510887793084
"PGD","PGD","PGD","blue",0.204433392010161,8.35707741275484e-05,0.352845315249708,3.8513329935634e-12,0.284417769086335,3.2064775430855e-08,0.58750878366147,3.00740699092241e-35,0.347842993333242,8.06311668876873e-12
"HDAC1","HDAC1","HDAC1","blue",0.203893577527597,8.73404087985256e-05,0.479422674769339,2.24330783501954e-22,0.479499094644962,2.20455365537887e-22,0.722374893522212,4.04368612007149e-60,0.598458424963335,7.78807083483533e-37
"CD151","CD151","CD151","blue",0.203559909019053,8.97498849407594e-05,0.392611563779082,6.69484713777385e-15,0.48823170030077,2.92322959640463e-23,0.548651747223112,4.46852805719209e-30,0.242986487144516,2.64132399233386e-06
"MAGED1","MAGED1","MAGED1","blue",0.202890174426091,9.47760802625821e-05,0.41350760709391,1.65329828965915e-16,0.435289284420217,2.62357337641457e-18,0.537647487218009,9.89593981953105e-29,0.399596846604928,1.99962346815808e-15
"ATP6V1E1","ATP6V1E1","ATP6V1E1","blue",0.202246022562063,9.98590320686175e-05,0.465878158128714,4.59948381697766e-21,0.408823327312714,3.87757745701208e-16,0.686785731259148,3.09142063407969e-52,0.547225005942605,6.72045554572374e-30
"RPL11","RPL11","RPL11","blue",0.201629292084224,0.000104964822003959,0.165281592175816,0.00153127712531708,0.555295465336589,6.50975109805389e-31,0.576496547281599,1.03360293889007e-33,0.0610222205878897,0.244864788626693
"COA8","COA8","COA8","blue",0.200834541482619,0.000111906615246279,0.157591510010131,0.00253323754285172,0.619023474725243,5.50247468123282e-40,0.545060222587847,1.24365239546256e-29,-0.0825064175844361,0.11558920273909
"RPL8","RPL8","RPL8","blue",0.200819025252143,0.000112046339798868,0.106568229259732,0.0418712651444337,0.645690764222143,1.95046211072002e-44,0.534537638864128,2.32679187950474e-28,-0.0600652958920345,0.252356883533154
"HMGB2","HMGB2","HMGB2","blue",0.198474493977672,0.000135148593664421,0.422411103828139,3.1514917560998e-17,0.330572616135357,9.3625125767071e-11,0.686062342336249,4.35150264802232e-52,0.573599714619118,2.56370756933568e-33
"AP4B1","AP4B1","AP4B1","blue",0.197867916806455,0.000141815273403402,0.415999554119782,1.04479419782814e-16,0.305539017760322,2.51587234524672e-09,0.622058559061653,1.80142270080922e-40,0.467809927982997,3.01412091885269e-21
"RPS3","RPS3","RPS3","blue",0.196565877635812,0.000157180911732775,0.267009953256243,2.24242239381543e-07,0.69935457315496,6.90578676521168e-55,0.667951690761685,1.65885475362129e-48,0.18741906948597,0.000317840493258999
"RBCK1","RBCK1","RBCK1","blue",0.196418648835446,0.000159013358471958,0.364771061363548,6.27236500219519e-13,0.51698040527202,2.46874935682777e-26,0.69975752117111,5.64854834697524e-55,0.36518318459559,5.88304924220884e-13
"VPS33B","VPS33B","VPS33B","blue",0.193734173108359,0.000196144129312334,0.202654349212773,9.66080475576669e-05,0.654566256548718,5.11140558113616e-46,0.613050411686705,4.78200482248166e-39,0.0503252900794613,0.337673075166388
"ATP6V0D1","ATP6V0D1","ATP6V0D1","blue",0.192887482704575,0.000209444916915013,0.409644433724767,3.34260936892662e-16,0.128411388513566,0.0140863721671157,0.441288993904328,7.94285404705416e-19,0.367899659286103,3.84742971930878e-13
"ENO1","ENO1","ENO1","blue",0.191729398167508,0.000229007096923334,0.344077454327716,1.39421565506583e-11,0.352338343681165,4.15328267730972e-12,0.653333713618783,8.53809126494801e-46,0.390392583638228,9.76938375969691e-15
"KRT8","KRT8","KRT8","blue",0.190117943487143,0.000259080781608318,0.285018723995624,2.99096904052017e-08,0.407376558137044,5.03190635868018e-16,0.48696879120069,3.92936739286663e-23,0.226124191374627,1.28934919931274e-05
"CDC37","CDC37","CDC37","blue",0.189157140445085,0.00027872652536262,0.404597226503734,8.27193293733052e-16,0.399599724446525,1.99861643812717e-15,0.675932457539555,4.71289589474798e-50,0.463002383813282,8.58626313443863e-21
"VDAC1","VDAC1","VDAC1","blue",0.188203348810012,0.000299596845367196,0.372523166168211,1.85030494455857e-13,0.342814684118228,1.67252937354875e-11,0.568236439316133,1.3459822472812e-32,0.508471671917222,2.15094535648752e-25
"TRAF2","TRAF2","TRAF2","blue",0.187765985616208,0.000309646509028519,0.372009888385927,2.00811813718401e-13,0.569839553767891,8.22539543470098e-33,0.764036670133584,4.46827395744375e-71,0.398949168334183,2.23939114348622e-15
"MAP2K2","MAP2K2","MAP2K2","blue",0.187743345522873,0.000310175190626903,0.325491697432705,1.87175799776592e-10,0.569447952492552,9.27921081138951e-33,0.670863734564756,4.58252739648763e-49,0.228788568518964,1.01150778945129e-05
"SGSH","SGSH","SGSH","blue",0.187131051241463,0.000324796440599885,0.532364011423285,4.20728596507867e-28,0.404129020859599,8.99032055176933e-16,0.653884548483783,6.79061433201722e-46,0.634939538971496,1.37081843297379e-42
"TP73","TP73","TP73","blue",-0.186866818547846,0.000331302486309114,0.0606684953341615,0.247615907618421,-0.10107125812182,0.0536956974206149,0.284386911767953,3.21793894174937e-08,0.367905133252764,3.8441231180252e-13
"CHMP4C","CHMP4C","CHMP4C","blue",0.186557806994385,0.000339065096663553,0.336350365557526,4.19241656691121e-11,0.448779217781316,1.72803277754059e-19,0.510708534085398,1.22468924486255e-25,0.36738479532503,4.17119484617598e-13
"ING2","ING2","ING2","blue",0.185238433224479,0.00037415398697409,0.417932565880226,7.29912886037666e-17,0.218565763496631,2.5266145567737e-05,0.527753218241009,1.45733381274524e-27,0.515112072615365,3.99194015239432e-26
"RACK1","RACK1","RACK1","blue",0.183931088265687,0.000412232979721419,0.194729398365296,0.000181521370141195,0.601092378500046,3.16644031387003e-37,0.606339719299956,5.14051083744879e-38,0.154146178595446,0.00315188451622783
"PPP2CA","PPP2CA","PPP2CA","blue",0.182930544823686,0.000443777999168206,0.402774235582924,1.14316784689362e-15,0.310476509882009,1.34649127643763e-09,0.629607595815123,1.06184761529586e-41,0.579342487662089,4.19691058124676e-34
"KIF2C","KIF2C","KIF2C","blue",0.182061911313612,0.00047296899058752,0.401186686353176,1.5127479361521e-15,0.58966391656855,1.48132659177919e-35,0.849852230707984,5.19323159068584e-103,0.479933872066211,1.99630355720922e-22
"ATP6V0D2","ATP6V0D2","ATP6V0D2","blue",0.181426840137088,0.000495429075952944,0.324586881486214,2.11467650197417e-10,0.270268640454803,1.57416615789569e-07,0.304425208196015,2.89224909403991e-09,0.279198434092087,5.82736323337948e-08
"ETV4","ETV4","ETV4","blue",0.178946123298542,0.000592993426577478,0.318234714586518,4.92456930448411e-10,0.572848786760855,3.23965278385621e-33,0.50601225068664,3.97644859216459e-25,0.229800953961887,9.21697191838445e-06
"TMEM161A","TMEM161A","TMEM161A","blue",-0.178455964112729,0.000614264553038323,0.0114653450549536,0.82719463728689,0.263273053314045,3.34534988218418e-07,0.436179312584974,2.20071118867543e-18,0.22858151329584,1.03087382398348e-05
"AGER","AGER","AGER","blue",0.178195493687649,0.000625853632901531,0.423245643441488,2.69118686570526e-17,0.492676099533595,1.02218249522158e-23,0.498553103897581,2.48754596093084e-24,0.35008973013063,5.79535548476838e-12
"GSK3A","GSK3A","GSK3A","blue",0.174237574017589,0.000828800872871883,0.409331393638342,3.53742358306281e-16,0.696139214478653,3.39192795630579e-54,0.803945184823157,6.12162618644144e-84,0.404928926112611,7.7973897370285e-16
"H2AX","H2AX","H2AX","blue",0.174191695158308,0.000831474834173577,0.375740923302676,1.10399004258819e-13,0.657067286826707,1.79134703995357e-46,0.829889698009688,5.126953937962e-94,0.387001923320333,1.73092694554264e-14
"PSMD13","PSMD13","PSMD13","blue",0.173795436434707,0.000854903898291527,0.304013781674198,3.04464429818185e-09,0.59514236080651,2.38999995329377e-36,0.759222473435492,1.07019272082122e-69,0.240036497205212,3.51550338477728e-06
"BID","BID","BID","blue",0.173198845314289,0.000891329762379314,0.254301712950476,8.52590590667763e-07,0.342795772704656,1.67708401439423e-11,0.502556330840265,9.35088359432217e-25,0.19972236794953,0.000122347573137826
"OTUB1","OTUB1","OTUB1","blue",0.172872946465145,0.000911827985635706,0.433173952609781,3.97564632708621e-18,0.589311134743911,1.66399187838917e-35,0.767280624012835,5.03458806191355e-72,0.448469984501833,1.84172624366964e-19
"GSDMD","GSDMD","GSDMD","blue",0.171898778850232,0.000975722899226997,0.114729283443418,0.0284067366023118,0.324741911195213,2.07098258149498e-10,0.445718164121056,3.23776761545259e-19,0.0021603218297242,0.967191166280291
"PPIA","PPIA","PPIA","blue",0.171401996370542,0.00100987294936685,0.267092662867891,2.22250259041768e-07,0.598533949392825,7.59054492085319e-37,0.744725281087785,9.8654846948346e-66,0.290104666678694,1.64901522416323e-08
"PDCD5","PDCD5","PDCD5","blue",0.171349503744101,0.00101354506131475,0.21037461320807,5.10344704309246e-05,0.604273143485474,1.05611509193829e-37,0.678880613697506,1.22909063994605e-50,0.164467601447178,0.00161674949470283
"DDIT3","DDIT3","DDIT3","blue",0.170458187196207,0.00107780579326382,0.232558701503117,7.13938289031673e-06,0.529500895009632,9.1204872843327e-28,0.5503579464255,2.73587571160701e-30,0.152628572133984,0.00346556633551715
"CLSPN","CLSPN","CLSPN","blue",0.167749212653266,0.00129685715372594,0.493355079672236,8.69409718152794e-24,0.400470957070281,1.71554327752973e-15,0.750099626252398,3.59944191883528e-67,0.625573282331124,4.86796176817706e-41
"BSG","BSG","BSG","blue",0.166494213325517,0.00141161151683229,0.343218843579708,1.57802509288366e-11,0.543128499778377,2.1457997478743e-29,0.606418611535361,5.00061323598492e-38,0.281466525294607,4.50179681725226e-08
"SSTR3","SSTR3","SSTR3","blue",0.166009814934125,0.00145834432724948,0.263659155669874,3.21081283745724e-07,0.441934234213678,6.9751660151042e-19,0.385808514021948,2.11364510239271e-14,0.209941629072366,5.29271939443529e-05
"WASHC1","WASHC1","WASHC1","blue",0.16408663298745,0.00165823623876248,0.248634540350819,1.51234114717794e-06,0.633008002037108,2.8911283482193e-42,0.622707988269171,1.41631056758399e-40,0.0925936616126795,0.077273654529051
"ERP29","ERP29","ERP29","blue",0.163768231774221,0.00169365538249664,0.266613262074756,2.34037379187072e-07,0.377938371820837,7.73337455465848e-14,0.579789390828655,3.64011250788264e-34,0.239200901742702,3.80951842328313e-06
"IL20RA","IL20RA","IL20RA","blue",0.162197761780614,0.0018787098291323,0.381476215483697,4.33520745427294e-14,0.459740339962954,1.73072190262196e-20,0.43210603883848,4.89846967160789e-18,0.315642282413559,6.91420914179283e-10
"HSPB1","HSPB1","HSPB1","blue",0.160138511546022,0.00214937813328924,0.194861849187708,0.000179654107790468,0.573620801519977,2.54689374856253e-33,0.574063195385843,2.21825161378989e-33,0.040594707830295,0.439392571981002
"E2F2","E2F2","E2F2","blue",0.159187587927558,0.00228600426034787,0.418313219026061,6.79954614175181e-17,0.434395202747881,3.12856397298041e-18,0.75699888974196,4.52516122622046e-69,0.50534378889565,4.69521439344808e-25
"PSMB2","PSMB2","PSMB2","blue",0.159098256080018,0.00229923796883658,0.305325787388953,2.58404227823394e-09,0.226594333032728,1.23555966561749e-05,0.603533689689525,1.36473433329917e-37,0.358995142960866,1.52502196340449e-12
"DEDD2","DEDD2","DEDD2","blue",0.156715338697125,0.00267908522206304,0.338318187729956,3.17654053866526e-11,0.514885420611153,4.23072916333012e-26,0.634775901268984,1.46058090041813e-42,0.367019230384124,4.41709749966916e-13
"LAMTOR4","LAMTOR4","LAMTOR4","blue",0.156379958732653,0.00273690607004156,0.0799382710545268,0.127403705733742,0.614970882930144,2.39813820326708e-39,0.561169385204745,1.14317527473568e-31,-0.165948942340303,0.00146431644902275
"UBA52","UBA52","UBA52","blue",0.153813493630127,0.00321835530268589,0.151357733940019,0.00374972195106813,0.62791979885425,2.01326340146379e-41,0.616998679990329,1.151177047317e-39,-0.000552080931406175,0.99161333962243
"GAPDH","GAPDH","GAPDH","blue",0.153781206265678,0.00322487359991096,0.340704065136627,2.26305891151645e-11,0.310827622183343,1.28737628810243e-09,0.544093050250685,1.63492007761731e-29,0.470109178151503,1.81623714627195e-21
"LAMTOR1","LAMTOR1","LAMTOR1","blue",0.153356485539478,0.00331174025349592,0.370394976786379,2.59547153684443e-13,0.505426672600141,4.5995655403189e-25,0.719997584404468,1.48396356652863e-59,0.36283766224359,8.46161961044513e-13
"PSMA7","PSMA7","PSMA7","blue",0.151609874408469,0.00369172120292955,0.262773878601468,3.52733612690811e-07,0.314265616627245,8.26853540468025e-10,0.620271354744142,3.48189437867837e-40,0.274187504254355,1.02223646587248e-07
"TMEM39B","TMEM39B","TMEM39B","blue",0.151347337974328,0.00375213098032806,0.443888830185906,4.6978895655367e-19,0.382748734332972,3.51440426534681e-14,0.703503196935727,8.58211411374058e-56,0.528524161848469,1.18554420034081e-27
"PLEKHM2","PLEKHM2","PLEKHM2","blue",0.149796148502919,0.00412768344047825,0.567878071612734,1.50207607688162e-32,0.250503539729168,1.25377325989021e-06,0.655966731737529,2.84505898804821e-46,0.685860229038082,4.78682079560766e-52
"PLK1","PLK1","PLK1","blue",0.146395958897316,0.00507222210190118,0.436369947698215,2.11926201681988e-18,0.523173237164193,4.9135010186862e-27,0.816213992234594,1.66269152954592e-88,0.567276252090682,1.80545139313055e-32
"CHMP1A","CHMP1A","CHMP1A","blue",0.144060214211586,0.00582946988779928,0.391270996349192,8.4147901371453e-15,0.343791979440191,1.45288275714923e-11,0.604674273732694,9.1874015441972e-38,0.425456016246851,1.76766593117244e-17
"SHISA5","SHISA5","SHISA5","blue",0.143659319184016,0.00596919526797978,0.318776903044573,4.58528936483799e-10,0.180352385963313,0.000535696825631178,0.517982807460985,1.90532204142509e-26,0.419556303328911,5.39080990653958e-17
"AFP","AFP","AFP","blue",0.140184729690511,0.00731186556945697,0.135603114585518,0.00949220236555768,0.503155119250163,8.06885685483076e-25,0.370557128097557,2.52962469034725e-13,0.0688243123486727,0.189542881507271
"PSMB3","PSMB3","PSMB3","blue",0.138628512804201,0.00799627263531152,0.0276115992264578,0.599020433060185,0.513365019695179,6.23994312697526e-26,0.553888864308155,9.82323464141505e-31,-0.139215832813543,0.00773153663876004
"RPS7","RPS7","RPS7","blue",0.13589494202716,0.00933778723385113,0.128332792509812,0.0141458575295767,0.656024401691747,2.77705357855501e-46,0.637550109287181,4.95769221871519e-43,0.128767917023021,0.0138192856372528
"UBE2C","UBE2C","UBE2C","blue",0.133142410363396,0.0108870579197526,0.323661033253048,2.39490646603802e-10,0.61967059607807,4.34116620755295e-40,0.778760678578101,1.65331476173183e-75,0.377913266979921,7.76500669530702e-14
"AP4M1","AP4M1","AP4M1","blue",0.131986722720041,0.0116026344790407,0.482971016809656,9.94191657787246e-23,0.598029523815659,9.010186304661e-37,0.812482601391368,4.41581713910162e-87,0.565336225197348,3.2585177506076e-32
"CYCS","CYCS","CYCS","blue",0.131130787362108,0.012159088156748,0.268246662541611,1.96172587603582e-07,0.341144202714257,2.12516355772692e-11,0.385593563713893,2.19088774349158e-14,0.265689046938723,2.58480828563955e-07
