"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TXNL1",1.27622915614133e-15,0.0460723036950937,0.233,0.348,2.65545000518326e-11,"Low","TXNL1"
"RBM22",1.47840040981529e-15,1.18989390252391,0.262,0.242,3.07610773270268e-11,"Low","RBM22"
"YTHDF2",1.61501675556786e-15,1.18758512832595,0.267,0.249,3.36036536331006e-11,"Low","YTHDF2"
"SEPT6",2.09214664764757e-15,0.84090823391936,0.362,0.366,4.3531295297603e-11,"Low","SEPT6"
"ITGB2",2.38305051370994e-15,0.350843592442561,0.609,0.585,4.95841320387628e-11,"Low","ITGB2"
"AIP",2.59116506117512e-15,0.284606702015992,0.192,0.289,5.39143714278708e-11,"Low","AIP"
"MZT2A",2.93777554397728e-15,0.757903383615951,0.329,0.323,6.11262957435353e-11,"Low","MZT2A"
"SDF2L1",3.14651214038141e-15,8.41066482579617e-05,0.258,0.374,6.54694781049159e-11,"Low","SDF2L1"
"NCOR1",4.19248140980258e-15,0.976048039707493,0.316,0.312,8.72329606937624e-11,"Low","NCOR1"
"AC016831.1",4.24943584140063e-15,0.194475294566364,0.176,0.262,8.84180115520229e-11,"Low","AC016831.1"
"ANKRD13D",4.45515711099328e-15,1.02155591540969,0.304,0.288,9.26984540084371e-11,"Low","ANKRD13D"
"TXNL4A",4.56057859322857e-15,0.151009110468918,0.274,0.413,9.48919587893068e-11,"Low","TXNL4A"
"TMEM165",5.12535065344484e-15,0.283696210639521,0.22,0.326,1.06643171046227e-10,"Low","TMEM165"
"TPI1",5.602854002128e-15,0.179603962449326,0.659,0.7,1.16578583222277e-10,"Low","TPI1"
"ACBD3",5.92597280909196e-15,0.494184620835157,0.166,0.253,1.23301716238777e-10,"Low","ACBD3"
"PPP1R18",7.00464943127363e-15,0.942678953471874,0.277,0.256,1.4574574071651e-10,"Low","PPP1R18"
"RPL17",7.18114745259061e-15,0.864872761155289,0.382,0.415,1.49418135046053e-10,"Low","RPL17"
"STK24",8.62736936058672e-15,0.260834518427077,0.178,0.265,1.79509674285728e-10,"Low","STK24"
"PSMC3",9.91920978534212e-15,0.281711475433341,0.188,0.283,2.06388998003613e-10,"Low","PSMC3"
"LMAN2",1.08112116333071e-14,0.0755862820697569,0.324,0.489,2.24948880454222e-10,"Low","LMAN2"
"MDH2",1.1100014690344e-14,0.00940558199275603,0.31,0.457,2.30958005661988e-10,"Low","MDH2"
"ARHGAP30",1.15812087961767e-14,0.197575827002954,0.181,0.266,2.40970211422049e-10,"Low","ARHGAP30"
"LMO4",1.90119327014062e-14,1.15224401209712,0.27,0.253,3.95581283718159e-10,"Low","LMO4"
"NAA10",2.11453944252609e-14,0.263121087518496,0.194,0.289,4.39972221806403e-10,"Low","NAA10"
"TMEM9B",2.7116945773631e-14,0.281749902171841,0.197,0.295,5.6422229071194e-10,"Low","TMEM9B"
"ARL4A",3.15801197160318e-14,0.590624556748888,0.427,0.425,6.57087550931474e-10,"Low","ARL4A"
"EIF5A",3.54957399227481e-14,0.569668217732484,0.532,0.612,7.38559860572621e-10,"Low","EIF5A"
"OGA",3.56254008253089e-14,0.988049463045296,0.294,0.279,7.41257714972203e-10,"Low","OGA"
"STRAP",3.83612551041313e-14,0.956864685218968,0.298,0.291,7.98182634951659e-10,"Low","STRAP"
"SUMO3",4.91227403883523e-14,0.18572904991526,0.226,0.335,1.02209685926045e-09,"Low","SUMO3"
"SRP9",5.34666257958352e-14,0.10285885177049,0.226,0.333,1.11248008293394e-09,"Low","SRP9"
"TNRC6B",7.22728452986911e-14,1.01096616016393,0.308,0.303,1.50378109212987e-09,"Low","TNRC6B"
"PLEKHO1",7.26339893445446e-14,0.00369200101093153,0.202,0.289,1.51129541629194e-09,"Low","PLEKHO1"
"RBM3",7.70944273649222e-14,0.330046552750782,0.615,0.646,1.60410375018194e-09,"Low","RBM3"
"NEU1",8.07332558337047e-14,0.770713238863165,0.423,0.45,1.67981685413189e-09,"Low","NEU1"
"ODC1",9.19261070029557e-14,0.858585302261188,0.371,0.382,1.9127065084105e-09,"Low","ODC1"
"MDH1",9.68318702251274e-14,0.0645653691081275,0.182,0.27,2.01478072377422e-09,"Low","MDH1"
"TRABD",9.96337089523387e-14,0.279970007142471,0.232,0.344,2.07307858217131e-09,"Low","TRABD"
"SAP30BP",1.15384495726426e-13,0.431011266842911,0.174,0.261,2.40080520257974e-09,"Low","SAP30BP"
"SMCHD1",1.3570758187112e-13,0.480231413244667,0.452,0.488,2.82366765599239e-09,"Low","SMCHD1"
"APEX1",1.46215463586655e-13,0.0252217128713229,0.176,0.257,3.04230515084753e-09,"Low","APEX1"
"DNAJC3",1.46694034239819e-13,0.335393739488995,0.225,0.335,3.05226277042792e-09,"Low","DNAJC3"
"TXNDC17",2.18945004452508e-13,0.119924607730525,0.198,0.292,4.55558870764333e-09,"Low","TXNDC17"
"NFIL3",2.33069179977515e-13,1.19489128240171,0.296,0.294,4.84947042779216e-09,"Low","NFIL3"
"UBXN4",2.64410552279342e-13,0.124251447366901,0.316,0.466,5.50159036127627e-09,"Low","UBXN4"
"BCAP31",2.71547914953299e-13,0.0115781417222845,0.3,0.438,5.65009746643329e-09,"Low","BCAP31"
"GTF3A",2.86931307985801e-13,0.65682942993327,0.404,0.447,5.97017972526057e-09,"Low","GTF3A"
"SLU7",2.89960524972354e-13,0.356109164832433,0.174,0.257,6.03320864309977e-09,"Low","SLU7"
"CDC42EP3",3.33495438161254e-13,0.0719112429551938,0.265,0.364,6.93903958182122e-09,"Low","CDC42EP3"
"ATRX",3.45104182818112e-13,0.898419296582922,0.328,0.329,7.18058273189646e-09,"Low","ATRX"
"SRA1",3.88213222505735e-13,0.339589811290987,0.22,0.329,8.07755252067683e-09,"Low","SRA1"
"GTF2A2",4.67579891948172e-13,0.0960445307733034,0.21,0.308,9.72893481176562e-09,"Low","GTF2A2"
"PTGES3",5.436661427439e-13,0.433678099745839,0.59,0.655,1.13120614320723e-08,"Low","PTGES3"
"SAR1B",6.16247267431399e-13,0.386620704984076,0.184,0.274,1.28222568934451e-08,"Low","SAR1B"
"USP15",6.90146299359638e-13,0.790090055343397,0.382,0.406,1.4359874050776e-08,"Low","USP15"
"FAM204A",7.23717636607897e-13,0.315012981720412,0.184,0.271,1.50583928649005e-08,"Low","FAM204A"
"NHP2",7.56816450523209e-13,0.250230692573326,0.176,0.258,1.57470798860364e-08,"Low","NHP2"
"PPP1CC",8.23765252651934e-13,0.326325625145074,0.228,0.338,1.71400836119288e-08,"Low","PPP1CC"
"FAAP20",9.77332653419996e-13,0.264524365474554,0.195,0.286,2.03353605197099e-08,"Low","FAAP20"
"GLIPR1",1.00603713218358e-12,0.083570301224893,0.292,0.415,2.09326146093438e-08,"Low","GLIPR1"
"CHMP1B",1.05981300633515e-12,0.294058973678708,0.512,0.497,2.20515292228155e-08,"Low","CHMP1B"
"PKN1",1.16048184757096e-12,0.188268686134624,0.27,0.385,2.41461458024089e-08,"Low","PKN1"
"NKTR",1.35326084762568e-12,0.683629162966859,0.41,0.438,2.81572984565474e-08,"Low","NKTR"
"SAFB2",1.46955012392498e-12,1.21673608977741,0.266,0.256,3.0576929428507e-08,"Low","SAFB2"
"CDC37",1.50041227143071e-12,0.726296260427288,0.397,0.435,3.12190781316588e-08,"Low","CDC37"
"RPL4",1.57327737716226e-12,0.136658042570372,0.799,0.804,3.27351823866151e-08,"Low","RPL4"
"MRPS15",1.75347037160065e-12,0.145499053204381,0.178,0.261,3.64844580218947e-08,"Low","MRPS15"
"CTDNEP1",2.00258092856885e-12,0.191516388632925,0.251,0.368,4.16677013807321e-08,"Low","CTDNEP1"
"MIER1",2.01579203008443e-12,1.07939751928405,0.267,0.256,4.19425847699667e-08,"Low","MIER1"
"CHD9",2.03198894375906e-12,0.379050213410007,0.185,0.271,4.22795939527948e-08,"Low","CHD9"
"PPP1R7",2.74682736733812e-12,0.310383842906258,0.182,0.268,5.71532370322043e-08,"Low","PPP1R7"
"SELENOF",2.80646832058139e-12,0.107641475083588,0.266,0.392,5.8394186346337e-08,"Low","SELENOF"
"KLF13",3.34939663167613e-12,1.08399962183469,0.322,0.338,6.96908957152852e-08,"Low","KLF13"
"DYNLRB1",3.72765692489518e-12,0.0985155673822924,0.312,0.455,7.75613576362939e-08,"Low","DYNLRB1"
"SPAG9",3.98602612094423e-12,0.215733607888736,0.224,0.321,8.29372454984867e-08,"Low","SPAG9"
"STK10",4.12199729910118e-12,0.184935276970825,0.21,0.298,8.57663978023983e-08,"Low","STK10"
"MT-CO2",4.38761743430111e-12,0.104619564438948,0.997,0.949,9.12931559555032e-08,"Low","MT-CO2"
"TMF1",5.19565783491366e-12,1.13240066648212,0.295,0.296,1.08106052571048e-07,"Low","TMF1"
"NUCKS1",5.41734803366615e-12,0.627967268369003,0.365,0.384,1.12718760536492e-07,"Low","NUCKS1"
"CHMP4A",5.51027429558633e-12,0.837286276991858,0.323,0.331,1.14652277268265e-07,"Low","CHMP4A"
"PSMA3-AS1",5.84887031001823e-12,0.98129977412674,0.28,0.269,1.21697444540549e-07,"Low","PSMA3-AS1"
"ANXA7",6.47765557031745e-12,0.163837705832598,0.173,0.251,1.34780579451595e-07,"Low","ANXA7"
"PLIN2",6.49932685890886e-12,0.96244301619724,0.316,0.305,1.35231493953317e-07,"Low","PLIN2"
"GCC2",7.41544528402012e-12,0.94234421006711,0.333,0.344,1.54293170024607e-07,"Low","GCC2"
"FKBP5",7.82035455241356e-12,0.824653549116621,0.287,0.272,1.62718117172069e-07,"Low","FKBP5"
"MPC2",7.84760290638688e-12,0.13339860888244,0.324,0.322,1.63285073673192e-07,"Low","MPC2"
"MEF2D",7.91486528862451e-12,0.346554408476554,0.179,0.259,1.6468460206041e-07,"Low","MEF2D"
"TMOD3",8.36782874900715e-12,0.245063641303912,0.187,0.268,1.74109412780592e-07,"Low","TMOD3"
"PPIB",8.56316310567559e-12,0.0617807041576544,0.651,0.723,1.78173734739792e-07,"Low","PPIB"
"INSIG1",8.83330429699281e-12,0.0975181313298366,0.239,0.33,1.83794562507529e-07,"Low","INSIG1"
"FAM50A",9.17056446767086e-12,0.267253406075961,0.204,0.296,1.90811934878828e-07,"Low","FAM50A"
"CCDC59",9.57756920971726e-12,0.949028271503243,0.32,0.33,1.99280482546587e-07,"Low","CCDC59"
"SMARCA5",9.84193006623514e-12,0.900898990534151,0.298,0.296,2.04781038888155e-07,"Low","SMARCA5"
"SERINC3",1.0123266465402e-11,0.288795236594454,0.179,0.26,2.10634805345618e-07,"Low","SERINC3"
"PPP1R12A",1.0598397859745e-11,0.923064278461891,0.293,0.291,2.20520864267715e-07,"Low","PPP1R12A"
"RSL24D1",1.13372994630751e-11,0.616757941556465,0.445,0.506,2.35895189928204e-07,"Low","RSL24D1"
"RIOK3",1.36288210989181e-11,0.248455130932288,0.255,0.365,2.83574880605189e-07,"Low","RIOK3"
"CLTB",1.50497083240095e-11,0.188777563163799,0.244,0.351,3.13139281097666e-07,"Low","CLTB"
"FAM118A",1.51824819143998e-11,0.3516214832123,0.192,0.276,3.15901901192916e-07,"Low","FAM118A"
"EIF4B",1.54843467161890e-11,0.142321715681675,0.339,0.491,3.22182802123746e-07,"Low","EIF4B"
"DDX18",1.64974443155327e-11,0.303932384626408,0.255,0.367,3.43262323873288e-07,"Low","DDX18"
"NR1H2",1.73875554604503e-11,0.416072865986527,0.21,0.308,3.6178286646559e-07,"Low","NR1H2"
"VDAC2",2.04537747157286e-11,0.0115359944584885,0.394,0.554,4.25581690510164e-07,"Low","VDAC2"
"MECP2",2.11808526620025e-11,1.03153023130445,0.258,0.246,4.40710001338287e-07,"Low","MECP2"
"YY1",2.15193524073355e-11,0.829714098586181,0.363,0.394,4.47753165539429e-07,"Low","YY1"
"C19orf53",2.76057433309571e-11,0.463183889661588,0.459,0.533,5.74392701487224e-07,"Low","C19orf53"
"SYNCRIP",2.76985290049152e-11,0.245959215188637,0.186,0.265,5.76323293005271e-07,"Low","SYNCRIP"
"EIF4A1",2.78586773647972e-11,0.554868003922835,0.444,0.485,5.79655499929336e-07,"Low","EIF4A1"
"SEPT2",2.95708045603492e-11,0.320622992896937,0.21,0.304,6.15279730487186e-07,"Low","SEPT2"
"NOP56",2.96772683300236e-11,0.965381476685442,0.287,0.283,6.17494922142801e-07,"Low","NOP56"
"SAT2",3.79036048577219e-11,0.259116629861037,0.248,0.361,7.88660306274619e-07,"Low","SAT2"
"MPHOSPH8",4.02305505299374e-11,0.935178496669157,0.316,0.324,8.37077064876408e-07,"Low","MPHOSPH8"
"RAD23A",4.08031129870142e-11,0.2594363899029,0.241,0.347,8.48990371920805e-07,"Low","RAD23A"
"NFKBID",4.67628004324757e-11,1.04968712303832,0.282,0.271,9.72993588598523e-07,"Low","NFKBID"
"DYNC1H1",5.03570595811710e-11,0.832454248754706,0.308,0.306,1.04777933870543e-06,"Low","DYNC1H1"
"ADAM10",5.07319356068557e-11,0.18494371553271,0.191,0.268,1.05557938417185e-06,"Low","ADAM10"
"GTF3C6",5.22407597411083e-11,0.0930644426225709,0.203,0.291,1.08697348793324e-06,"Low","GTF3C6"
"TNIP1",5.54811190715699e-11,0.275073700201231,0.208,0.295,1.15439564452215e-06,"Low","TNIP1"
"UBXN1",5.83619014023582e-11,0.397865410388733,0.517,0.568,1.21433608247887e-06,"Low","UBXN1"
"DEDD2",5.87451582216709e-11,1.047555507224,0.335,0.355,1.22231050711831e-06,"Low","DEDD2"
"CD47",6.16330555180985e-11,0.153229399427655,0.312,0.44,1.28239898616507e-06,"Low","CD47"
"EIF3M",6.33187975285985e-11,0.129176627447883,0.289,0.412,1.31747422017755e-06,"Low","EIF3M"
"FDX1",6.41208706883161e-11,0.277359688604079,0.217,0.313,1.33416295641179e-06,"Low","FDX1"
"ANKRD11",6.52932508028479e-11,0.553783237965133,0.409,0.434,1.35855666945486e-06,"Low","ANKRD11"
"METTL9",6.59512078802725e-11,1.06906756202209,0.273,0.273,1.37224678236483e-06,"Low","METTL9"
"RPS17",7.41881882201461e-11,0.338370306924129,0.242,0.353,1.54363363229658e-06,"Low","RPS17"
"ARPC2",9.04140967987152e-11,0.0902085151435958,0.833,0.746,1.88124611209087e-06,"Low","ARPC2"
"HEBP2",9.90964778244014e-11,0.199644705943201,0.206,0.295,2.06190041409232e-06,"Low","HEBP2"
"MT-ND1",1.13815161029803e-10,0.0947805594939499,0.965,0.875,2.36815205554711e-06,"Low","MT-ND1"
"PRNP",1.25426843713727e-10,0.729527865281941,0.289,0.283,2.60975633715153e-06,"Low","PRNP"
"TMED9",1.3060125328741e-10,0.060633689617315,0.311,0.451,2.71742027715113e-06,"Low","TMED9"
"C1QBP",1.3520762550266e-10,0.021347186586767,0.203,0.286,2.81326506383384e-06,"Low","C1QBP"
"SMDT1",1.44026517049678e-10,0.0804116610864395,0.391,0.56,2.99675974025265e-06,"Low","SMDT1"
"PNPLA8",1.79105291917404e-10,0.279343949958772,0.287,0.404,3.72664380892543e-06,"Low","PNPLA8"
"ARL6IP5",2.04608721595315e-10,0.321528377708043,0.551,0.581,4.25729367023371e-06,"Low","ARL6IP5"
"UGP2",2.32438116359996e-10,0.949234364370324,0.252,0.237,4.83633988710244e-06,"Low","UGP2"
"SIVA1",2.79810467840619e-10,0.21425947378843,0.265,0.383,5.82201640435977e-06,"Low","SIVA1"
"SF3B1",3.05185236013009e-10,0.571589679792221,0.416,0.458,6.34998920572267e-06,"Low","SF3B1"
"MARCKSL1",3.12557259923187e-10,0.276563498958669,0.444,0.462,6.50337890722174e-06,"Low","MARCKSL1"
"ARL6IP1",3.36021980270176e-10,0.679213648198538,0.353,0.369,6.99160934348155e-06,"Low","ARL6IP1"
"VDAC1",3.57667866012899e-10,0.0974055561645381,0.296,0.416,7.4419952881304e-06,"Low","VDAC1"
"RBCK1",3.68061956199764e-10,0.168814187900415,0.211,0.299,7.6582651226485e-06,"Low","RBCK1"
"H1FX",4.16883225854752e-10,0.577419653591699,0.575,0.642,8.67408928035983e-06,"Low","H1FX"
"CCT2",4.23281663717515e-10,0.938259906946498,0.255,0.246,8.80722157697034e-06,"Low","CCT2"
"PRDX6",4.78154755041213e-10,0.336508610660986,0.431,0.48,9.94896598814251e-06,"Low","PRDX6"
"CD46",5.25063019673314e-10,0.261228557599842,0.219,0.311,1.09249862503427e-05,"Low","CD46"
"TMEM160",5.79334628706696e-10,0.241687066215204,0.212,0.303,1.20542156195002e-05,"Low","TMEM160"
"RTF1",6.01104248449294e-10,1.06683113234795,0.276,0.277,1.25071760974844e-05,"Low","RTF1"
"CAMLG",6.24020938048697e-10,0.856583370684535,0.271,0.265,1.29840036579792e-05,"Low","CAMLG"
"POLR2E",6.66932832402775e-10,0.184808868023259,0.263,0.374,1.38768714438045e-05,"Low","POLR2E"
"ARID5B",7.25533388785407e-10,0.602212061246156,0.29,0.414,1.5096173220458e-05,"Low","ARID5B"
"OCIAD1",8.65467881309238e-10,0.164974870935941,0.254,0.365,1.80077902064013e-05,"Low","OCIAD1"
"UPP1",8.65538996211733e-10,0.754788017199556,0.343,0.357,1.80092698941775e-05,"Low","UPP1"
"EID1",8.70772734401222e-10,0.602566410620415,0.388,0.43,1.81181682846862e-05,"Low","EID1"
"PSMA2",9.4536336452245e-10,0.234243035732155,0.217,0.31,1.96701755256186e-05,"Low","PSMA2"
"MZT2B",1.01852667662531e-09,0.330751351952002,0.5,0.596,2.11924845605428e-05,"Low","MZT2B"
"EEF2",1.17614532767046e-09,0.196537921654639,0.697,0.745,2.44720558328392e-05,"Low","EEF2"
"ARID1B",1.63266498135943e-09,0.843446599976414,0.311,0.316,3.39708602671456e-05,"Low","ARID1B"
"JTB",1.63935420447517e-09,0.491061439718935,0.458,0.541,3.41100429325148e-05,"Low","JTB"
"PSMB6",1.8342870070888e-09,0.0481980365531434,0.342,0.493,3.81660097564966e-05,"Low","PSMB6"
"PAIP2",2.12328922589299e-09,0.524159316698099,0.448,0.519,4.41792789231553e-05,"Low","PAIP2"
"C8orf59",2.29909366555298e-09,0.238617382462224,0.314,0.456,4.78372418991608e-05,"Low","C8orf59"
"GADD45GIP1",2.3640712469187e-09,0.177609760251845,0.239,0.339,4.91892304346373e-05,"Low","GADD45GIP1"
"IK",2.42549982745229e-09,0.820254820155863,0.311,0.324,5.04673749097999e-05,"Low","IK"
"TBCB",2.65575051712425e-09,0.147524934653302,0.273,0.378,5.52582010098044e-05,"Low","TBCB"
"LSM4",2.71643636304296e-09,0.223696123478181,0.226,0.317,5.65208914058349e-05,"Low","LSM4"
"BRD4",2.92359281199501e-09,0.275446524104299,0.276,0.389,6.08311956391802e-05,"Low","BRD4"
"UFC1",3.0104570958821e-09,0.534776780955868,0.411,0.475,6.26385807940189e-05,"Low","UFC1"
"EIF3F",3.17932287494674e-09,0.283232611059645,0.572,0.626,6.61521710590167e-05,"Low","EIF3F"
"PRDM1",3.45055236220023e-09,0.821402896293728,0.257,0.244,7.17956430003002e-05,"Low","PRDM1"
"SSU72",4.16503036262671e-09,0.156080656221704,0.283,0.401,8.6661786755174e-05,"Low","SSU72"
"DAZAP2",4.18018596987943e-09,0.340892326357987,0.518,0.552,8.69771294752813e-05,"Low","DAZAP2"
"COMMD7",5.97083351359008e-09,0.851088296838748,0.253,0.246,0.000124235132917269,"Low","COMMD7"
"SMAP2",6.16520244451756e-09,0.465991557232311,0.554,0.648,0.000128279367263077,"Low","SMAP2"
"CDKN2D",6.62860881041589e-09,0.753516110078407,0.361,0.378,0.000137921463518323,"Low","CDKN2D"
"SPN",6.77715922674347e-09,0.191485620957274,0.232,0.312,0.000141012352030851,"Low","SPN"
"SCAF11",7.78789816268882e-09,0.735927120769621,0.359,0.385,0.000162042797071066,"Low","SCAF11"
"KPNB1",8.19721564437876e-09,0.233311841763509,0.226,0.316,0.000170559465912589,"Low","KPNB1"
"NORAD",8.44099718629352e-09,0.295847461827408,0.201,0.281,0.000175631828455209,"Low","NORAD"
"NDUFB2",8.47957882231017e-09,0.248298601714739,0.534,0.619,0.000176434596555808,"Low","NDUFB2"
"DOCK8",9.54189754424646e-09,0.22758132355816,0.233,0.32,0.000198538262203136,"Low","DOCK8"
"GSPT1",1.00714125724679e-08,1.18101688107059,0.289,0.303,0.000209555881395339,"Low","GSPT1"
"DUT",1.01499172159612e-08,0.249181666460087,0.187,0.261,0.000211189327512505,"Low","DUT"
"UQCRFS1",1.08556728601256e-08,0.139351731351234,0.303,0.425,0.000225873985200633,"Low","UQCRFS1"
"SPPL2A",1.19135182363508e-08,0.846612058720768,0.25,0.244,0.000247884573943751,"Low","SPPL2A"
"CASP4",1.3997752050135e-08,0.683378068570166,0.324,0.344,0.000291251226907159,"Low","CASP4"
"TCP1",1.48839751983766e-08,0.774618476268394,0.328,0.346,0.000309690871952623,"Low","TCP1"
"ARF1",1.54379297401288e-08,0.279357264208041,0.564,0.664,0.000321217004102859,"Low","ARF1"
"TMEM50A",1.63808441485908e-08,0.477892703601566,0.435,0.506,0.000340836224199729,"Low","TMEM50A"
"ILF2",1.73027530305171e-08,0.701795129293113,0.331,0.358,0.00036001838230597,"Low","ILF2"
"FNBP4",1.73092228100578e-08,0.805632115288767,0.293,0.298,0.000360152999008874,"Low","FNBP4"
"PPP1CB",2.16412167572719e-08,0.469460839017174,0.466,0.504,0.000450288797068556,"Low","PPP1CB"
"METTL26",2.18355981003619e-08,0.230894891072295,0.212,0.295,0.00045433328967423,"Low","METTL26"
"RPL27A",2.53833075921704e-08,0.103900828808715,0.789,0.821,0.00052815048107029,"Low","RPL27A"
"POLR2J3.1",2.98909749839504e-08,0.89918898151158,0.279,0.278,0.000621941516491057,"Low","POLR2J3.1"
"CCDC69",3.41070116858815e-08,0.402393289864298,0.191,0.265,0.000709664592148136,"Low","CCDC69"
"TMEM230",3.5444870360317e-08,0.0851778988701535,0.319,0.456,0.000737501417587116,"Low","TMEM230"
"CAPN2",3.93503477276554e-08,0.482096453420977,0.187,0.261,0.000818762685169327,"Low","CAPN2"
"ANP32B",3.9425740307661e-08,0.0190551586715543,0.432,0.578,0.000820331378581503,"Low","ANP32B"
"WAC",3.97284256494812e-08,0.205125008886913,0.29,0.399,0.000826629352488755,"Low","WAC"
"GNA13",4.06429175622274e-08,0.291985835776448,0.207,0.285,0.000845657185717266,"Low","GNA13"
"TOMM20",5.25082782996357e-08,0.458467576778197,0.461,0.539,0.00109253974658052,"Low","TOMM20"
"CCNDBP1",5.66003479945525e-08,0.337311189333505,0.201,0.279,0.00117768344072265,"Low","CCNDBP1"
"EIF5B",5.75909694275375e-08,0.318193814693414,0.246,0.341,0.00119829530087877,"Low","EIF5B"
"ATF3",6.97797833132952e-08,0.151198199727359,0.435,0.563,0.00145190795139973,"Low","ATF3"
"DNAJC7",8.81221970449813e-08,0.337314183926052,0.274,0.383,0.00183355855391493,"Low","DNAJC7"
"CSDE1",9.51154313750355e-08,0.0866603067494925,0.367,0.515,0.00197906678062036,"Low","CSDE1"
"AC016831.5",1.26625886837014e-07,0.717157228323314,0.328,0.346,0.00263470482741776,"Low","AC016831.5"
"LIMD2",1.47421116541591e-07,0.3340518445941,0.522,0.549,0.00306739117188089,"Low","LIMD2"
"TMEM259",2.28424289723167e-07,0.831157248777085,0.323,0.351,0.00475282419626994,"Low","TMEM259"
"PPP1R15B",2.37320956019666e-07,0.85551086852998,0.318,0.338,0.00493793713190119,"Low","PPP1R15B"
"TCEA1",2.37985553980064e-07,0.251823470026394,0.275,0.384,0.00495176542166318,"Low","TCEA1"
"RIN3",2.40795183002887e-07,0.185713769266233,0.232,0.309,0.00501022537274107,"Low","RIN3"
"KRAS",2.55715712350779e-07,0.321789629569641,0.226,0.308,0.00532067682688266,"Low","KRAS"
"RAB11FIP1",2.55900498947169e-07,0.365599929449992,0.407,0.421,0.00532452168159375,"Low","RAB11FIP1"
"UTRN",2.61253598513293e-07,0.631892858921317,0.329,0.344,0.00543590362426608,"Low","UTRN"
"SSBP1",2.87958637780993e-07,0.117860210315753,0.254,0.349,0.00599155537630912,"Low","SSBP1"
"PPP2CA",2.96695297112257e-07,0.828317425669745,0.335,0.375,0.00617333904701473,"Low","PPP2CA"
"SSH2",3.18780762928712e-07,0.423130541781855,0.219,0.301,0.0066328713342577,"Low","SSH2"
"DEK",3.28441659219275e-07,0.413126679986769,0.39,0.409,0.00683388560337546,"Low","DEK"
"CCNI",3.34795445807856e-07,0.139291233788696,0.725,0.725,0.00696608884092406,"Low","CCNI"
"OTUB1",3.78004779104422e-07,0.492020593668578,0.207,0.289,0.00786514543882572,"Low","OTUB1"
"RNF145",4.03208091987046e-07,0.375024877492872,0.184,0.252,0.00838955076997446,"Low","RNF145"
"UFD1",4.6442779326346e-07,0.373310157562722,0.196,0.271,0.00966334909443281,"Low","UFD1"
"ADAR",4.67257041841575e-07,0.753676688282526,0.308,0.326,0.00972221726959764,"Low","ADAR"
"HIST1H1C",5.19074372597848e-07,0.86889779942246,0.259,0.253,0.0108003804706434,"Low","HIST1H1C"
"CKLF",5.73037712138167e-07,0.593784229546577,0.324,0.341,0.0119231956764588,"Low","CKLF"
"C11orf58",6.10944332381466e-07,0.508313890666201,0.437,0.511,0.0127119187238612,"Low","C11orf58"
"COX14",6.18892178965975e-07,0.131752286096262,0.259,0.356,0.012877289567745,"Low","COX14"
"EIF4G2",6.65971356660375e-07,0.341940885434819,0.51,0.583,0.0138568660180324,"Low","EIF4G2"
"ANKRD44",7.50432409420759e-07,0.898005066131787,0.269,0.275,0.0156142471428177,"Low","ANKRD44"
"GPSM3",7.55413450325847e-07,0.333049897298379,0.522,0.57,0.0157178876609299,"Low","GPSM3"
"SNW1",8.21942294571725e-07,0.45606899994269,0.208,0.287,0.0171021533231539,"Low","SNW1"
"CD37",8.25825294908004e-07,0.0829780391927057,0.699,0.634,0.0171829469111508,"Low","CD37"
"TNFAIP8",9.55186508716314e-07,0.205313263250016,0.197,0.26,0.0198745656868604,"Low","TNFAIP8"
"CNN2",1.05837744631111e-06,0.359881096128471,0.244,0.33,0.0220216595253952,"Low","CNN2"
"TLN1",1.09190531572212e-06,0.490924863449661,0.382,0.407,0.0227192739042302,"Low","TLN1"
"MYO1F",1.09931016780285e-06,0.208493972694087,0.247,0.329,0.0228733466614739,"Low","MYO1F"
"UBE2L6",1.10350884314808e-06,0.073425852738295,0.295,0.403,0.0229607084993822,"Low","UBE2L6"
"RANBP1",1.23200266006097e-06,0.225002424501975,0.22,0.3,0.0256342793478886,"Low","RANBP1"
"ABCF1",1.24135909499013e-06,0.972225856411017,0.251,0.257,0.0258289586894595,"Low","ABCF1"
"APH1A",1.43235064335546e-06,0.242262697413306,0.197,0.267,0.0298029198362971,"Low","APH1A"
"FUNDC2",1.53314405869765e-06,0.32810702666448,0.229,0.317,0.031900128429322,"Low","FUNDC2"
"DERL2",1.76503191822018e-06,0.468024704351403,0.192,0.265,0.0367250191224072,"Low","DERL2"
"RNF7",1.77502537391228e-06,0.578634328717721,0.405,0.468,0.0369329529549928,"Low","RNF7"
"ICAM3",1.93013987514138e-06,0.539089110272521,0.436,0.513,0.0401604203820667,"Low","ICAM3"
"RAD21",2.12177250080378e-06,0.953851581567412,0.273,0.288,0.0441477204242242,"Low","RAD21"
"FXR1",2.25276249771742e-06,0.831666117227895,0.302,0.325,0.0468732292900064,"Low","FXR1"
"CST3",0,6.65420731152164,0.732,0.087,0,"High","CST3"
"NPC2",0,3.01337431071903,0.769,0.206,0,"High","NPC2"
"MARCKS",0,6.69664761911811,0.566,0.011,0,"High","MARCKS"
"AIF1",0,7.81584885674624,0.571,0.021,0,"High","AIF1"
"CD68",0,6.87513573020628,0.541,0.011,0,"High","CD68"
"HLA-DRA",0,4.07424258139051,0.699,0.211,0,"High","HLA-DRA"
